pdf,table_pages,table_names
"pdfs/Serbia, Republic of/2021/1SRBEA2021002.pdf",42,"Table_6b._Serbia:_General_Government_Fiscal_Operations,_2018-2026_1_(Percent_of_GDP)"
"pdfs/Serbia, Republic of/2021/1SRBEA2021003.pdf",35,"Table_6a._Serbia:_General_Government_Fiscal_Operations,_2018-2026_1_(Billions_of_RSD)"
"pdfs/Serbia, Republic of/2021/1SRBEA2021003.pdf",36,"Table_6b._Serbia:_General_Government_Fiscal_Operations,_2018-2026_1_(Percent_of_GDP)"
pdfs/Seychelles/2018/cr18196.pdf,22,"Table_3._Seychelles:_Consolidated_Government_Operations,_2014-201_"
pdfs/Seychelles/2018/cr18196.pdf,23,"Table_3._Seychelles:_Consolidated_Government_Operations,_2014-201_(concluded)_"
pdfs/Seychelles/2019/1SYCEA2019002.pdf,36,"Table_3a._Seychelles:_Consolidated_Government_Operations,_2015–211_(Millions_of_Seychelles_rupees)"
pdfs/Seychelles/2019/1SYCEA2019002.pdf,37,"Table_3b._Seychelles:_Consolidated_Government_Operations,_2015–211_(in_percent_of_GDP)"
pdfs/Seychelles/2019/1SYCEA2019004.pdf,23,"Table_3a._Seychelles:_Consolidated_Government_Operations,_2016-211_(millions_of_Seychelles_rupees)"
pdfs/Seychelles/2019/1SYCEA2019004.pdf,24,"Table_3b._Seychelles:_Consolidated_Government_Operations,_2016-211_(percent_of_GDP)"
pdfs/Seychelles/2019/cr1904.pdf,,""
pdfs/Seychelles/2020/1SYCEA2020001.pdf,16,"Table_3a._Seychelles:_Consolidated_Government_Operations,_2016-251_(Millions_of_Seychelles_rupees)"
pdfs/Seychelles/2020/1SYCEA2020001.pdf,17,"Table_3b._Seychelles:_Consolidated_Government_Operations,_2016-251_(Percent_of_GDP)"
pdfs/Seychelles/2020/1SYCEA2020003.pdf,,""
pdfs/Seychelles/2021/1SYCEA2021001.pdf,32,"Table_3a._Seychelles:_Consolidated_Government_Operations,_2016-26_(Millions_of_Seychelles_Rupees)"
pdfs/Seychelles/2021/1SYCEA2021001.pdf,33,"Table_3b._Seychelles:_Consolidated_Government_Operations,_2016-26_(Percent_of_GDP)"
pdfs/Seychelles/2022/1SYCEA2022001.pdf,27,"Table_3a._Seychelles:_Consolidated_Government_Operations,_2019_-26_1_(Millions_of_Seychelles_Rupees)"
pdfs/Seychelles/2022/1SYCEA2022001.pdf,28,"Table_3b._Seychelles:_Consolidated_Government_Operations,_2019-26_1_(Percent_of_GDP)"
pdfs/Sierra Leone/2019/1SLEEA2019001.pdf,26,"Table_2a._Sierra_Leone:_Fiscal_Operations_of_the_Central_Government,_2016–23_(Billions_of_leone)"
pdfs/Sierra Leone/2019/1SLEEA2019001.pdf,27,"Table_2b._Sierra_Leone:_Fiscal_Operations_of_the_Central_Government,_2016–23_(Percent_of_non-iron_ore_GDP)"
pdfs/Sierra Leone/2019/1SLEEA2019001.pdf,28,"Table_2c._Sierra_Leone:_Fiscal_Operations_of_the_Central_Government_on_a_Quarterly_Basis,_"
pdfs/Sierra Leone/2020/1SLEEA2020001.pdf,45,Table_2a._Sierra_Leone:_Fiscal_Operations_of_the_Central_Government_(Billions_of_leone)
pdfs/Sierra Leone/2020/1SLEEA2020001.pdf,46,Table_2b._Sierra_Leone:_Fiscal_Operations_of_the_Central_Government_(Percent_of_non-iron_ore_GDP)
pdfs/Sierra Leone/2020/1SLEEA2020001.pdf,47,Table_2c._Sierra_Leone:_Fiscal_Operations_of_the_Central_Government_on_a_Quarterly_Basis_
pdfs/Sierra Leone/2020/dsacr20196.pdf,21,Table_2a._Sierra_Leone:_Fiscal_Operations_of_the_Central_Government_(Billions_of_Leone)
pdfs/Sierra Leone/2020/dsacr20196.pdf,22,Table_2b._Sierra_Leone:_Fiscal_Operations_of_the_Central_Government_(Percent_of_non-iron_ore_GDP)
pdfs/Sierra Leone/2021/1SLEEA2021003.pdf,32,Table_3a._Sierra_Leone:_Fiscal_Operations_of_the_Central_Government_(Billions_of_Leone)
pdfs/Sierra Leone/2021/1SLEEA2021003.pdf,33,Table_3b._Sierra_Leone:_Fiscal_Operations_of_the_Central_Government_(Percent_of_non-iron_ore_GDP)
pdfs/Sierra Leone/2021/1SLEEA2021003.pdf,34,Table_4._Sierra_Leone:_Fiscal_Operations_of_the_Central_Government_on_a_Quarterly_Basis_(Billions_of_Leone)
pdfs/Singapore/2018/cr18245.pdf,51,Table_6._Singapore:_Summary_of_Government_Operations_and_Stock_Positions_
pdfs/Singapore/2019/1SGPEA2019007.pdf,46,"Table_6._Singapore:_Summary_of_Government_Operations_and_Stock_Positions,_"
pdfs/Singapore/2021/1SGPEA2021001.pdf,46,"Table_6._Singapore:_Summary_of_Government_Operations_and_Stock_Positions,_FY2015-FY2021_1_"
"pdfs/Sint Maarten, Kingdom of the Netherlands/2020/1CUWEA2020001.pdf",40,"Table_2._Curaçao:_Government_Operations,_2016–25_1_(Millions_of_NAf_unless_otherwise_indicated)"
"pdfs/Sint Maarten, Kingdom of the Netherlands/2020/1CUWEA2020001.pdf",41,"Table_3._Curaçao:_Government_Operations,_2016–25_1_(Percent_of_GDP_unless_otherwise_indicated)"
"pdfs/Sint Maarten, Kingdom of the Netherlands/2020/1CUWEA2020001.pdf",43,"Table_5._Sint_Maarten:_Government_Operations,_2016–25_(Millions_of_NAf_unless_otherwise_indicated)"
"pdfs/Sint Maarten, Kingdom of the Netherlands/2020/1CUWEA2020001.pdf",44,"Table_6._Sint_Maarten:_Government_Operations,_2016–25_(Percent_of_GDP_unless_otherwise_indicated)"
pdfs/Slovak Republic/2018/cr18241.pdf,33,"Table_2._Slovak_Republic:_Statement_of_Operations_of_the_General_Government,_2015–23_"
pdfs/Slovak Republic/2019/1SVKEA2019001.pdf,37,"Table_2._Slovak_Republic:_Statement_of_Operations_of_the_General_Government,_2016–24_"
pdfs/Slovak Republic/2021/1SVKEA2021001.pdf,40,"Table_2._Slovak_Republic:_Statement_of_Operations_of_the_General_Government,_2018–26_"
"pdfs/Slovenia, Republic of/2019/1SVNEA2019001.pdf",29,"Table_2._General_Government_Operations,_2015–23_(Percent_of_GDP,_unless_indicated_otherwise)"
"pdfs/Slovenia, Republic of/2021/1SVNEA2021001.pdf",31,"Table_2._Slovenia:_General_Government_Operations,_2018–26_(Percent_of_GDP,_unless_indicated_otherwise)"
pdfs/Solomon Islands/2018/cr18309.pdf,32,Table_2a._Solomon_Islands:_Summary_of_Fiscal_Accounts_(in_millions_of_Solomon_Islands_Dollars)
pdfs/Solomon Islands/2018/cr18309.pdf,33,Table_2b._Solomon_Islands:_Summary_of_Fiscal_Accounts_(in_percent_of_GDP)
pdfs/Solomon Islands/2018/cr1857.pdf,33,Table_2a._Solomon_Islands:_Summary_of_Fiscal_Accounts_(In_millions_of_Solomon_Islands_dollars)
pdfs/Solomon Islands/2018/cr1857.pdf,34,Table_2b._Solomon_Islands:_Summary_of_Fiscal_Accounts_(In_percent_of_GDP)
pdfs/Solomon Islands/2018/cr1857.pdf,35,"Table_3._Solomon_Islands:_Government_Operations_and_Balance_Sheet,_2014–16_1_"
pdfs/Solomon Islands/2018/cr1857.pdf,48,Table_2._Key_Indicators_Under_National_Financial_Inclusion_Strategy_2016–20_
pdfs/Solomon Islands/2020/1SLBEA2020001.pdf,31,"Table_2a._Solomon_Islands:_Summary_of_Fiscal_Accounts,_2016-24_(In_millions_of_Solomon_Islands_Dollars)"
pdfs/Solomon Islands/2020/1SLBEA2020001.pdf,32,"Table_2b._Solomon_Islands:_Summary_of_Fiscal_Accounts,_2016-24_(in_percent_of_GDP)"
pdfs/Solomon Islands/2020/dsacr20190.pdf,16,Table_2a._Solomon_Islands:_Summary_of_Fiscal_Accounts_(In_millions_of_Solomon_Islands_dollars)
pdfs/Solomon Islands/2020/dsacr20190.pdf,17,Table_2b._Solomon_Islands:_Summary_of_Fiscal_Accounts_(In_percent_of_GDP)
pdfs/Solomon Islands/2022/1SLBEA2022001.pdf,32,"Table_2a._Solomon_Islands:_Summary_of_Fiscal_Accounts,_2017_–2026_(in_millions_of_Solomon_Islands_dollars)"
pdfs/Solomon Islands/2022/1SLBEA2022001.pdf,33,"Table_2b._Solomon_Islands:_Summary_of_Fiscal_Accounts,_2017_–2026_(in_percent_of_GDP)"
pdfs/Somalia/2018/cr18212.pdf,24,"Table_4a._Somalia:_Federal_Government_Operations,_2016–20_1_(Millions_of_U.S._dollars)"
pdfs/Somalia/2018/cr18212.pdf,25,"Table_4b._Somalia:_Federal_Government_Operations,_2016–20_1_(Percent_of_GDP)"
pdfs/Somalia/2018/cr1855.pdf,36,"Table_2a._Somalia:_Federal_Government_Operations,_2016–20_1_"
pdfs/Somalia/2018/cr1855.pdf,37,"Table_2b._Somalia:_Federal_Government_Operations,_2016–20_1_(Percent_of_GDP)"
pdfs/Somalia/2019/1SOMEA2019002.pdf,22,"Table_2a._Somalia:_Federal_Government_Operations,_2016–20_1_"
pdfs/Somalia/2019/1SOMEA2019002.pdf,23,"Table_2b._Somalia:_Federal_Government_Operations,_2016–20_1_(Percent_of_GDP)"
pdfs/Somalia/2019/1SOMEA2019003.pdf,41,"Table_3a._Somalia:_Federal_Government_Operations,_2016–22_1_(Millions_of_U.S._dollars)"
pdfs/Somalia/2019/1SOMEA2019003.pdf,42,"Table_3b._Somalia:_Federal_Government_Operations,_2016–22_1_(Percent_of_GDP)"
pdfs/Somalia/2019/1SOMEA2019004.pdf,22,"Table_2a._Somalia:_Federal_Government_Operations,_2016–2022_1_(Millions_of_U.S._Dollars)"
pdfs/Somalia/2019/1SOMEA2019004.pdf,23,"Table_2b._Somalia:_Federal_Government_Operations,_2016–2022_1_"
pdfs/Somalia/2020/1SOMEA2020002.pdf,32,"Table_4a._Somalia:_Federal_Government_Operations,_2016_–_23_1_(Millions_of_U.S._Dollars)"
pdfs/Somalia/2020/1SOMEA2020002.pdf,33,"Table_4b._Somalia:_Federal_Government_Operations,_2016-23_1_(Percent_of_GDP)"
pdfs/Somalia/2020/1SOMEA2020002.pdf,34,"Table_4c._Somalia:_General_Government_Operations,_2019_1_(Millions_of_U.S._Dollars)"
pdfs/Somalia/2020/1SOMEA2020002.pdf,35,"Table_4d._Somalia:_General_Government_Operations,_2019_1_(Percent_of_GDP)"
pdfs/Somalia/2021/dsacr20310.pdf,23,"Table_2a._Federal_Government_Operations,_2018–23_1_"
pdfs/Somalia/2021/dsacr20310.pdf,24,"Table_2b._Federal_Government_Operations,_2018–23_1_(Percent_of_GDP)"
pdfs/Somalia/2021/dsacr20310.pdf,25,"Table_2c._General_Government_Operations,_2019_and_2020_Q2_1_"
pdfs/Somalia/2021/dsacr20310.pdf,26,"Table_2d._General_Government_Operations,_2019_and_2020_Q2_1_"
pdfs/South Africa/2018/cr18246.pdf,46,"Table_2._South_Africa:_Consolidated_Government_Operations,_201213–2020211_"
pdfs/South Africa/2020/1ZAFEA2020001.pdf,46,"Table_2._South_Africa:_Consolidated_Government_Operations,_FY_201415–2022231_"
pdfs/South Africa/2020/1ZAFEA2020003.pdf,26,"Table_2._South_Africa:_Consolidated_Government_Operations,1_FY_201617–202223_"
pdfs/South Africa/2022/1ZAFEA2022001.pdf,44,"Table_2._South_Africa:_Consolidated_Government_Operations,_FY_201718–2025261_"
"pdfs/South Sudan, Republic of/2019/1SSDEA2019001.pdf",30,"Table_2a._Republic_of_South_Sudan:_Fiscal_Operations_of_the_Central_Government,_"
"pdfs/South Sudan, Republic of/2019/1SSDEA2019001.pdf",31,"Table_2b._Republic_of_South_Sudan:_Fiscal_Operations_of_the_Central_Government,_"
"pdfs/South Sudan, Republic of/2020/dsacr20301.pdf",19,"Table_2a._Republic_of_South_Sudan:_Fiscal_Operations_of_the_Central_Government,_"
"pdfs/South Sudan, Republic of/2020/dsacr20301.pdf",20,"Table_2b._Republic_of_South_Sudan:_Fiscal_Operations_of_the_Central_Government,_"
"pdfs/South Sudan, Republic of/2021/1SSDEA2021001.pdf",21,"Table_2a._Republic_of_South_Sudan:_Fiscal_Operations_of_the_Central_Government,_"
"pdfs/South Sudan, Republic of/2021/1SSDEA2021001.pdf",22,"Table_2b._Republic_of_South_Sudan:_Fiscal_Operations_of_the_Central_Government,_"
"pdfs/South Sudan, Republic of/2021/1SSDEA2021001.pdf",26,Table_6._Republic_of_South_Sudan:_Central_Government_Financial_Operations_for_FY2021_
"pdfs/South Sudan, Republic of/2021/1SSDEA2021002.pdf",21,"Table_2a._Republic_of_South_Sudan:_Fiscal_Operations_of_the_Central_Government,_"
"pdfs/South Sudan, Republic of/2021/1SSDEA2021002.pdf",22,"Table_2b._Republic_of_South_Sudan:_Fiscal_Operations_of_the_Central_Government,_"
pdfs/Spain/2018/cr18330.pdf,43,"Table_2a._Spain:_General_Government_Operations,_2013–23_1_(Billions_of_euro,_unless_otherwise_noted)"
pdfs/Spain/2018/cr18330.pdf,44,"Table_2b._Spain:_General_Government_Operations,_2013–23_1_(Percent_of_GDP,_unless_otherwise_noted)"
pdfs/Spain/2020/1ESPEA2020001.pdf,45,"Table_2a._Spain:_General_Government_Operations,_2016–2025_1_(Billions_of_euro,_unless_otherwise_indicated)"
pdfs/Spain/2020/1ESPEA2020001.pdf,46,"Table_2b._Spain:_General_Government_Operations,_2014–2025_1_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Spain/2022/1ESPEA2022001.pdf,45,"Table_2a._Spain:_General_Government_Operations_1_(Billions_of_euro,_unless_otherwise_indicated)"
pdfs/Spain/2022/1ESPEA2022001.pdf,46,"Table_2b._Spain:_General_Government_Operations_1_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Sri Lanka/2018/cr1803.pdf,26,"Table_2a._Sri_Lanka:_Summary_of_Central_Government_Operations,_2015–22_(In_billions_of_rupee)"
pdfs/Sri Lanka/2018/cr1803.pdf,27,"Table_2b._Sri_Lanka:_Summary_of_Central_Government_Operations,_2015–22_(In_percent_of_GDP)"
pdfs/Sri Lanka/2018/cr1803.pdf,28,"Table_2c._Sri_Lanka:_Summary_of_Central_Government_Operations,_2017–18_(In_billions_of_rupees)"
pdfs/Sri Lanka/2018/cr1803.pdf,29,"Table_3._Sri_Lanka:_Central_Government_Financing_Needs,_2015–18_(In_billions_of_rupees,_unless_otherwise_indicated,_end_of_period)"
pdfs/Sri Lanka/2018/cr1803.pdf,80,Table_3._Sri_Lanka:_Central_Government_Operations_1_(In_millions_of_rupees)
pdfs/Sri Lanka/2018/cr1803.pdf,81,Table_4._Sri_Lanka:_Central_Government_Financing_(In_millions_of_rupees)
pdfs/Sri Lanka/2018/cr18175.pdf,44,"Table_2a._Sri_Lanka:_Summary_of_Central_Government_Operations,_2015–23_(In_billions_of_rupees)"
pdfs/Sri Lanka/2018/cr18175.pdf,45,"Table_2b._Sri_Lanka:_Summary_of_Central_Government_Operations,_2015–23_(In_percent_of_GDP)"
pdfs/Sri Lanka/2018/cr18175.pdf,46,"Table_2c._Sri_Lanka:_Summary_of_Central_Government_Operations,_2017–18_(In_billions_of_rupees)"
pdfs/Sri Lanka/2018/cr18175.pdf,47,"Table_3._Sri_Lanka:_Central_Government_Financing_Needs,_2015–18_(In_billions_of_rupees)"
pdfs/Sri Lanka/2018/cr18175.pdf,107,Table_3._Sri_Lanka:_Central_Government_Operations_1_(In_millions_of_rupees)
pdfs/Sri Lanka/2018/cr18175.pdf,108,Table_4._Sri_Lanka:_Central_Government_Financing_1_(In_millions_of_rupees)
pdfs/Sri Lanka/2019/1LKAEA2019001.pdf,31,"Table_2a._Sri_Lanka:_Summary_of_Central_Government_Operations,_2016–24_(In_billions_of_rupees)"
pdfs/Sri Lanka/2019/1LKAEA2019001.pdf,32,"Table_2b._Sri_Lanka:_Summary_of_Central_Government_Operations,_2016–24_(In_percent_of_GDP)"
pdfs/Sri Lanka/2019/1LKAEA2019001.pdf,33,"Table_2c._Sri_Lanka:_Summary_of_Central_Government_Operations,_2018–19_(In_billions_of_rupees)"
pdfs/Sri Lanka/2019/1LKAEA2019001.pdf,34,"Table_3._Sri_Lanka:_Central_Government_Financing_Needs,_2019–20_(In_billions_of_rupees)"
pdfs/Sri Lanka/2019/1LKAEA2019001.pdf,107,Table_3._Sri_Lanka:_Central_Government_Operations_1_(In_millions_of_rupees)
pdfs/Sri Lanka/2019/1LKAEA2019001.pdf,108,Table_4._Sri_Lanka:_Central_Government_Financing_1_(In_millions_of_rupees)
pdfs/Sri Lanka/2019/1LKAEA2019003.pdf,29,"Table_2a._Sri_Lanka:_Summary_of_Central_Government_Operations,_2016–24_(In_billions_of_rupees)"
pdfs/Sri Lanka/2019/1LKAEA2019003.pdf,30,"Table_2b._Sri_Lanka:_Summary_of_Central_Government_Operations,_2016–24_(In_percent_of_GDP)"
pdfs/Sri Lanka/2019/1LKAEA2019003.pdf,31,"Table_2c._Sri_Lanka:_Summary_of_Central_Government_Operations,_2018–20_(In_billions_of_rupees)"
pdfs/Sri Lanka/2019/1LKAEA2019003.pdf,32,"Table_3._Sri_Lanka:_Central_Government_Financing_Needs,_2019–20_(In_billions_of_rupees)"
pdfs/Sri Lanka/2019/1LKAEA2019003.pdf,106,Table_3._Sri_Lanka:_Central_Government_Operations_1_(In_millions_of_rupees)
pdfs/Sri Lanka/2019/1LKAEA2019003.pdf,107,Table_4._Sri_Lanka:_Central_Government_Financing_1_(In_millions_of_rupees)
pdfs/Sri Lanka/2022/1LKAEA2022001.pdf,42,"Table_2a._Sri_Lanka:_Summary_of_Central_Government_Operations,_2019-26_(In_billions_of_rupees)"
pdfs/Sri Lanka/2022/1LKAEA2022001.pdf,43,"Table_2b._Sri_Lanka:_Summary_of_Central_Government_Operations,_2019–26_(In_percent_of_GDP)"
pdfs/St. Kitts and Nevis/2021/1KNAEA2021001.pdf,37,"Table_3b._St._Kitts_and_Nevis:_General_Government_Fiscal_Operations,_2016–26_1_(In_percent_of_GDP)"
pdfs/St. Lucia/2018/cr18179.pdf,29,"Table_2a._St._Lucia:_Central_Government_Operations,_2014–2023_1_(In_millions_of_EC_dollars)"
pdfs/St. Lucia/2018/cr18179.pdf,30,"Table_2b._St._Lucia:_Central_Government_Operations,_2014–2023_1_(In_percent_of_GDP)"
pdfs/St. Lucia/2020/1LCAEA2020001.pdf,31,"Table_2a._St._Lucia:_Central_Government_Operations,_2015–24_1_(In_millions_of_EC_dollars)"
pdfs/St. Lucia/2020/1LCAEA2020001.pdf,32,"Table_2b._St._Lucia:_Central_Government_Operations,_2015–24_1_(In_percent_of_GDP)"
pdfs/St. Lucia/2020/1LCAEA2020002.pdf,17,"Table_2a._St._Lucia:_Central_Government_Operations,_2016–25_1_(In_millions_of_EC_dollars)"
pdfs/St. Lucia/2020/1LCAEA2020002.pdf,18,"Table_2b._St._Lucia:_Central_Government_Operations,_2016–25_1_(In_percent_of_GDP)"
pdfs/St. Vincent and the Grenadines/2019/1VCTEA2019001.pdf,33,"Table_3._St._Vincent_and_the_Grenadines:_Summary_of_Central_Government_Operations,_"
pdfs/St. Vincent and the Grenadines/2019/1VCTEA2019001.pdf,34,"Table_4._St._Vincent_and_the_Grenadines:_Summary_of_Central_Government_Operations,_"
pdfs/St. Vincent and the Grenadines/2019/1VCTEA2019001.pdf,82,"Table_1._St._Vincent_and_the_Grenadines:_Summary_of_Central_Government_Operations,_2016-2019_(In_percent_of_GDP;_unless_otherwise_specified)"
pdfs/St. Vincent and the Grenadines/2020/dsacr20179.pdf,20,"Table_3._St._Vincent_and_the_Grenadines:_Summary_of_Central_Government_Operations,_"
pdfs/St. Vincent and the Grenadines/2020/dsacr20179.pdf,21,"Table_4._St._Vincent_and_the_Grenadines:_Summary_of_Central_Government_Operations,_"
pdfs/St. Vincent and the Grenadines/2021/1VCTEA2021001.pdf,24,"Table_3._St._Vincent_and_the_Grenadines:_Summary_of_Central_Government_Operations,_"
pdfs/St. Vincent and the Grenadines/2021/1VCTEA2021001.pdf,25,"Table_4._St._Vincent_and_the_Grenadines:_Summary_of_Central_Government_Operations,_"
pdfs/Sudan/2020/1SDNEA2020001.pdf,28,"Table_4a._Sudan:_Central_Government_Operations,_2017–25_(In_billions_of_Sudanese_pounds)"
pdfs/Sudan/2020/1SDNEA2020001.pdf,29,"Table_4b._Sudan:_Central_Government_Operations,_2017–25_(In_percent_of_GDP)"
pdfs/Suriname/2018/cr18376.pdf,34,Table_3a._Suriname:_Central_Government_Operations_(Millions_of_SRD)
pdfs/Suriname/2018/cr18376.pdf,35,Table_3b._Suriname:_Central_Government_Operations_(Percent_of_GDP)
pdfs/Suriname/2019/1SUREA2019001.pdf,35,Table_3._Suriname:_Central_Government_Operations_(Millions_of_SRD)
pdfs/Suriname/2019/1SUREA2019001.pdf,36,Table_4._Suriname:_Central_Government_Operations_(Percent_of_GDP)
pdfs/Suriname/2021/1SUREA2021001.pdf,39,"Table_3._Suriname:_Central_Government_Operations,_Restructuring_Scenario_(Millions_of_SRD)"
pdfs/Suriname/2021/1SUREA2021001.pdf,40,"Table_4._Suriname:_Central_Government_Operations,_Restructuring_Scenario_(Percent_of_GDP)"
pdfs/Suriname/2022/1SUREA2022001.pdf,31,Table_3._Suriname:_Central_Government_Operations_(Millions_of_SRD)
pdfs/Suriname/2022/1SUREA2022001.pdf,32,Table_4._Suriname:_Central_Government_Operations_(Percent_of_GDP)
pdfs/Sweden/2019/1SWEEA2019001.pdf,34,"Table_2._Sweden:_General_Government_Statement_of_Operations,_2016–24_"
pdfs/Sweden/2021/1SWEEA2021001.pdf,28,"Table_2._Sweden:_General_Government_Statement_of_Operations,_2018–26_"
pdfs/Switzerland/2018/cr18173.pdf,39,"Table_4._Switzerland:_General_Government_Finances,_2016–23_"
pdfs/Switzerland/2018/cr18173.pdf,40,"Table_5._Switzerland:_General_Government_Operations,_2008–17_"
pdfs/Switzerland/2019/1CHEEA2019001.pdf,43,"Table_4._Switzerland:_General_Government_Finances,_2016–24_"
pdfs/Switzerland/2019/1CHEEA2019001.pdf,44,"Table_5._Switzerland:_General_Government_Operations,_2008–18_"
pdfs/Switzerland/2021/1CHEEA2021001.pdf,42,"Table_4._Switzerland:_General_Government_Finances,_2018–26_"
pdfs/Switzerland/2021/1CHEEA2021001.pdf,43,"Table_5._Switzerland:_General_Government_Operations,_2010–20_"
"pdfs/Tajikistan, Republic of/2020/dsacr20151.pdf",15,"Table_2._Tajikistan:_General_Government_Operations,_2016-25_(In_millions_of_somoni,_unless_otherwise_indicated)"
"pdfs/Tajikistan, Republic of/2020/dsacr20151.pdf",16,"Table_3._Tajikistan:_General_Government_Operations,_2016-25_(In_percent_of_GDP,_unless_otherwise_indicated)"
"pdfs/Tajikistan, Republic of/2020/dsacr20151.pdf",17,"Table_4._Tajikistan:_Accounts_of_the_National_Bank_of_Tajikistan,_2016-25_(End-of-period_stock,_unless_otherwise_specified)"
"pdfs/Tajikistan, Republic of/2021/1TJKEA2021001.pdf",28,"Table_2._Tajikistan:_General_Government_Operations,_2010–14_(In_millions_of_somoni,_unless_otherwise_indicated)"
"pdfs/Tajikistan, Republic of/2021/1TJKEA2021001.pdf",29,"Table_3._Tajikistan:_General_Government_Operations,_2010–14_(In_percent_of_GDP,_unless_otherwise_indicated)"
"pdfs/Tajikistan, Republic of/2021/1TJKEA2021001.pdf",30,"Table_4._Tajikistan:_Accounts_of_the_National_Bank_of_Tajikistan,_2010–15_(End-of-period_stock,_unless_otherwise_indicated)"
"pdfs/Tajikistan, Republic of/2021/1TJKEA2021002.pdf",29,"Table_2._General_Government_Operations,_2011?20_(In_millions_of_somoni;_unless_otherwise_indicated)"
"pdfs/Tajikistan, Republic of/2021/1TJKEA2021002.pdf",30,"Table_3._General_Government_Operations,_2011?20_(In_percent_of_GDP;_unless_otherwise_indicated)"
"pdfs/Tajikistan, Republic of/2021/1TJKEA2021002.pdf",31,"Table_4._Accounts_of_the_National_Bank_of_Tajikistan,_2011?16_(End-of-period_stock;_unless_otherwise_specified)"
"pdfs/Tajikistan, Republic of/2021/1TJKEA2021004.pdf",30,"Table_2._Tajikistan:_General_Government_Operations,_2014–22_(In_millions_of_somoni,_unless_otherwise_indicated)"
"pdfs/Tajikistan, Republic of/2021/1TJKEA2021004.pdf",31,"Table_3._Tajikistan:_General_Government_Operations,_2014–22_(In_percent_of_GDP;_unless_otherwise_indicated)"
"pdfs/Tajikistan, Republic of/2021/1TJKEA2021004.pdf",32,"Table_4._Tajikistan:_Accounts_of_the_National_Bank_of_Tajikistan,_2014–18_(End-of-period_stock;_unless_otherwise_specified)"
"pdfs/Tajikistan, Republic of/2021/1TJKEA2021006.pdf",34,"Table_2._Tajikistan:_General_Government_Operations,_2016-24_(In_millions_of_somoni,_unless_otherwise_indicated)"
"pdfs/Tajikistan, Republic of/2021/1TJKEA2021006.pdf",35,"Table_3._Tajikistan:_General_Government_Operations,_2016-24_(In_percent_of_GDP,_unless_otherwise_indicated)"
"pdfs/Tajikistan, Republic of/2021/1TJKEA2021006.pdf",36,"Table_4._Tajikistan:_Accounts_of_the_National_Bank_of_Tajikistan,_2016-24_(End-of-period_stock,_unless_otherwise_specified)"
"pdfs/Tajikistan, Republic of/2022/1TJKEA2022001.pdf",30,"Table_2._Tajikistan:_General_Government_Operations,_2016–26_(In_millions_of_somoni,_unless_otherwise_indicated)"
"pdfs/Tajikistan, Republic of/2022/1TJKEA2022001.pdf",31,"Table_3._Tajikistan:_General_Government_Operations,_2018–26_(In_percent_of_GDP,_unless_otherwise_indicated)"
"pdfs/Tajikistan, Republic of/2022/1TJKEA2022001.pdf",32,"Table_4._Tajikistan:_Accounts_of_the_National_Bank_of_Tajikistan,_2016–26_(End-of-period_stock,_unless_otherwise_specified)"
"pdfs/Tanzania, United Republic of/2018/cr1811.pdf",25,"Table_2a._Tanzania:_Central_Government_Operations,_201516–2020211_(Billions_of_Tanzanian_Shillings)"
"pdfs/Tanzania, United Republic of/2018/cr1811.pdf",26,"Table_2b._Tanzania:_Central_Government_Operations,_201516–2020211_(Percent_of_GDP)"
"pdfs/Tanzania, United Republic of/2018/cr1811.pdf",27,"Table_2c._Tanzania:_Central_Government_Operations,_201617–202021_(GFSM_2014)1_(Billions_of_Tanzanian_Shillings)"
"pdfs/Tanzania, United Republic of/2018/cr1811.pdf",28,"Table_2d._Tanzania:_Central_Government_Operations,_201617–202021_(GFSM_2014)1_(Percent_of_GDP)"
"pdfs/Tanzania, United Republic of/2018/cr18346.pdf",,""
"pdfs/Tanzania, United Republic of/2020/1TZAEA2020001.pdf",,""
"pdfs/Tanzania, United Republic of/2021/1TZAEA2021001.pdf",24,"Table_2._Tanzania:_Central_Government_Operations,_201617–202526_"
"pdfs/Tanzania, United Republic of/2021/1TZAEA2021001.pdf",25,"Table_2._Tanzania:_Central_Government_Operations,_201617–202526_(concluded)_"
"pdfs/Tanzania, United Republic of/2021/1TZAEA2021002.pdf",,""
pdfs/Thailand/2018/cr18143.pdf,38,"Table_5._Thailand:_Medium-Term_Fiscal_Scenario,_FY_2013–23_1_(In_percent_of_fiscal_year_GDP,_unless_otherwise_stated)"
pdfs/Thailand/2019/1THAEA2019002.pdf,41,"Table_5._Thailand:_Medium-Term_Fiscal_Scenario,_FY_2014–FY_2024_1_(In_percent_of_fiscal_year_GDP,_unless_otherwise_stated)"
pdfs/Thailand/2021/1THAEA2021001.pdf,37,"Table_4._Thailand:_Medium-Term_Fiscal_Scenario,_FY2016–FY2026_1_(In_percent_of_fiscal_year_GDP,_unless_otherwise_stated)"
"pdfs/Timor-Leste, Democratic Republic of/2019/1TLSEA2019001.pdf",35,"Table_2._Timor-Leste:_Summary_of_Central_Government_Operations,_2015–24_1_"
"pdfs/Timor-Leste, Democratic Republic of/2021/1TLSEA2021001.pdf",34,"Table_2._Timor-Leste:_Summary_of_Central_Government_Operations,_2017–26_1_"
